Choose the category that suits you most.,Area of Study,What is your current level of study?,What year of study are you in?,In which county is your institution located?,What is the ownership nature of your institution?,How satisfied are you with the quality of training provided in your course?,Training Aspects:Teaching quality,Clinical exposure,Assessment Methods,Learning Resources,Support from faculty,How do you perceive your career opportunities after qualification?,How satisfied are you with expected remuneration after qualification?,How do you view your prospects for career progression after qualification?,Who played the strongest role in influencing your decision to choose your current course?,Other (please specify),Did you receive any structured career guidance before choosing this course?,How satisfied were you with the career guidance you received before selecting this course?,"In hindsight, do you feel the guidance you received was sufficient to help you make an informed decision?",What type of additional guidance would have better supported your career choice?,Other (please specify),Was a health science course your first choice?,Factors in your career choice:Personal interest,Work-life balance,Income and job security,Prestige,Family expectations,Opportunities for advancement,Desire to serve the society,Where do you intend to work after graduation?,How likely are you to seek employment outside Kenya within the first 5 years after graduation?,"If you intend to migrate, please rank the following reasons in order of importance : Better remuneration",Better working conditions,Career growth opportunities,Desire for specialization training,Family relocation,Political/economic stability,Personal preference,"Knowing what you know now, would you still choose to study the same course?",Have you ever considered dropping out of the health science course?,Affect your medical training experience: Stress,Long journey/commute,Feeling emotionally drained,High workload,Frequent examinations,High faculty demands,Dislocation from family and friends,Financial strains,Loss of interest in the course,Inadequate role models,Experience of verbal or physical violence,I feel supported by my institution,I am confident in my clinical skills,Would you recommend this course to a friend or family member?
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Neutral,Parents/Family,,"Some guidance, but informal",Satisfied,Yes,More information on job prospects,,Yes,Important,Important,Important,Moderately important,Somewhat important,Important,Important,In my home country,Neither likely nor unlikely,1,2,3,4,5,6,7,Yes,Never,2,9,3,1,4,5,6,8,10,7,11,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,1st,Uasin Gishu,Public,Neither satisfied nor dissatisfied,Neutral,Excellent,Good,Good,Neutral,Good,Satisfied,Good,My own personal research,,"Yes, formal/structured guidance",Neither satisfied nor dissatisfied,No,Information on remuneration and working conditions,,Yes,Important,Moderately important,Very Important,Important,Somewhat important,Very Important,Important,In my home country,Likely,1,5,6,3,7,2,4,Yes,Sometimes,1,6,4,2,3,5,7,8,9,10,11,Neutral,Agree,No
Student,Medicine and Surgery,Undergraduate,5th and above,Uasin Gishu,Public,Satisfied,Neutral,Excellent,Good,Neutral,Poor,Poor,Dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,No,Information on remuneration and working conditions,,Yes,Not important,Not important,Very Important,Important,Very Important,Moderately important,Somewhat important,Abroad,Very likely,1,2,4,5,7,3,6,No,Always,3,2,4,5,7,10,11,6,1,9,8,Neutral,Agree,No
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Good,Neutral,Poor,Good,Neutral,Very dissatisfied,Good,My own personal research,,"Yes, formal/structured guidance",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,In my home country,unlikely,3,1,4,5,6,7,2,Yes,Never,3,10,6,2,9,4,8,1,5,7,11,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Meru,Private not for profit (Faith Based),Satisfied,Good,Good,Good,Good,Good,Good,Very satisfied,Neutral,My own personal research,,"Yes, formal/structured guidance",Satisfied,Yes,Better understanding of academic demands,,Yes,Important,Moderately important,Moderately important,Moderately important,Important,Important,Important,Undecided,Likely,4,1,2,3,7,5,6,Yes,Rarely,3,7,6,4,8,5,1,2,10,9,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Good,Good,Neutral,Poor,Poor,Dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Satisfied,Yes,Information on remuneration and working conditions,,Yes,Moderately important,Important,Very Important,Somewhat important,Somewhat important,Important,Very Important,Undecided,Likely,1,3,4,5,7,2,6,Yes,Sometimes,2,11,5,3,6,4,7,1,8,9,10,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Private for profit,Satisfied,Good,Excellent,Good,Good,Good,Good,Neither satisfied nor dissatisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Important,Moderately important,Moderately important,Moderately important,Very Important,Undecided,Likely,5,3,2,1,6,7,4,Yes,Rarely,1,4,2,3,6,5,11,8,10,7,9,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Satisfied,Good,Excellent,Good,Neutral,Neutral,Very Good,Very dissatisfied,Excellent,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Better understanding of academic demands,,Yes,Somewhat important,Moderately important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Abroad,Very likely,1,3,2,5,7,4,6,Yes,Never,1,8,2,3,4,5,6,7,9,10,11,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Very satisfied,Good,Excellent,Excellent,Excellent,Excellent,Very Good,Satisfied,Good,My own personal research,,"Yes, formal/structured guidance",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Important,Very Important,Important,Important,Very Important,Very Important,In my home country,Likely,4,5,2,1,7,3,6,Yes,Never,3,10,2,1,5,4,6,7,11,8,9,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Uasin Gishu,Public,Neither satisfied nor dissatisfied,Good,Good,Good,Neutral,Poor,Good,Neither satisfied nor dissatisfied,Good,"Media (internet, TV, social media)",,"No, I did not receive career guidance",,,,,Yes,Moderately important,Important,Very Important,Important,Important,Very Important,Moderately important,In my home country,Neither likely nor unlikely,1,2,4,5,6,7,3,No,Never,4,5,3,1,6,7,8,9,2,10,11,Neutral,Neutral,No
Student,Health Records,Undergraduate,4th,Kiambu,Private for profit,Very satisfied,Excellent,Good,Good,Good,Good,Very Poor,Very dissatisfied,Poor,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,More information on job prospects,,Yes,Somewhat important,Very Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,In my home country,Very unlikely,4,5,2,3,7,1,6,Not sure,Sometimes,4,10,3,5,7,6,9,8,2,1,11,Neutral,Agree,Not Sure
Student,Medicine and Surgery,Undergraduate,5th and above,Kiambu,Private for profit,Satisfied,Good,Good,Good,Neutral,Good,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Information on remuneration and working conditions,,No,Somewhat important,Not important,Very Important,Important,Very Important,Very Important,Not important,Abroad,Very likely,1,3,2,4,6,5,7,No,Sometimes,1,11,2,3,4,5,10,8,6,7,9,Neutral,Agree,Not Sure
Student,Medicine and Surgery,Undergraduate,4th,MurangÃ¡,Public,Very satisfied,Good,Excellent,Excellent,Good,Excellent,Poor,Very dissatisfied,Neutral,"Media (internet, TV, social media)",,"No, I did not receive career guidance",,,,,Prefer not to say,Moderately important,Very Important,Very Important,Very Important,Not important,Important,Very Important,Undecided,Very likely,3,4,2,1,6,7,5,Yes,Sometimes,1,5,4,3,6,7,8,2,9,10,11,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Neither satisfied nor dissatisfied,Neutral,Good,Good,Poor,Poor,Neutral,Satisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,No,Important,Important,Very Important,Important,Very Important,Important,Moderately important,Undecided,unlikely,1,3,2,4,6,7,5,Not sure,Sometimes,3,1,4,2,5,8,10,6,9,7,11,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Kiambu,Private for profit,Satisfied,Good,Good,Good,Neutral,Neutral,Neutral,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"No, I did not receive career guidance",,,,,Prefer not to say,Moderately important,Very Important,Very Important,Moderately important,Very Important,Important,Moderately important,Abroad,Very likely,4,5,3,2,7,6,1,No,Always,2,11,3,4,8,5,6,10,1,7,9,Agree,Agree,Not Sure
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private not for profit (Faith Based),Satisfied,Good,Good,Good,Good,Neutral,Good,Satisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Somewhat,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,In my home country,Neither likely nor unlikely,2,1,4,5,6,3,7,Yes,Never,2,3,4,5,6,7,8,1,11,10,9,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Private for profit,Satisfied,Good,Excellent,Good,Good,Good,Good,Satisfied,Excellent,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,In my home country,Neither likely nor unlikely,5,4,3,2,7,6,1,Yes,Never,2,11,1,6,4,5,7,3,9,8,10,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Neutral,Good,Good,Good,Neutral,Poor,Dissatisfied,Excellent,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Moderately important,Not important,Important,Important,Very Important,In my home country,unlikely,4,2,3,1,5,6,7,Not sure,Never,4,10,5,1,7,2,6,3,8,9,11,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private for profit,Satisfied,Good,Good,Good,Excellent,Excellent,Good,Very dissatisfied,Excellent,My own personal research,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Not important,Important,Very Important,Very Important,Abroad,Very likely,2,3,4,1,7,5,6,Yes,Never,4,5,6,3,7,8,10,1,11,9,2,Strongly disagree,Strongly agree,Yes
Student,Pharmacy,Undergraduate,4th,Meru,Private not for profit (Faith Based),Satisfied,Good,Good,Good,Neutral,Neutral,Neutral,Neither satisfied nor dissatisfied,Poor,Teachers/School Counsellors,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,More information on job prospects,,Yes,Moderately important,Important,Very Important,Not important,Very Important,Very Important,Very Important,In my home country,Likely,1,3,2,6,7,5,4,No,Sometimes,3,10,1,2,5,4,7,8,6,9,11,Neutral,Agree,No
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private for profit,Satisfied,Good,Excellent,Excellent,Excellent,Excellent,Good,Dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Moderately important,Undecided,Very likely,2,3,1,4,7,5,6,Yes,Sometimes,1,10,2,3,4,5,7,6,8,9,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kiambu,Private not for profit (Faith Based),Very satisfied,Good,Good,Good,Good,Good,Neutral,Satisfied,Excellent,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Moderately important,Very Important,Somewhat important,Very Important,Very Important,Very Important,In my home country,Very unlikely,4,5,3,1,2,7,6,Yes,Never,2,4,3,5,10,6,7,1,11,8,9,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Meru,Private not for profit (Faith Based),Satisfied,Good,Excellent,Good,Good,Good,Good,Dissatisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Moderately important,Very Important,Very Important,Moderately important,Important,Very Important,In my home country,Likely,1,2,4,3,7,5,6,Yes,Never,2,9,6,3,4,5,7,1,10,8,11,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Meru,Private not for profit (Faith Based),Satisfied,Good,Neutral,Good,Neutral,Neutral,Good,Dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,More information on job prospects,,No,Somewhat important,Very Important,Very Important,Moderately important,Important,Very Important,Very Important,In my home country,Likely,1,3,4,2,7,5,6,Yes,Sometimes,1,10,5,3,4,7,6,2,8,9,11,Neutral,Neutral,Yes
Student,Clinical Medicine,Undergraduate,4th,Kiambu,Private for profit,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,Pharmacy,Undergraduate,1st,Kiambu,Public,Satisfied,Good,Good,Good,Good,Good,Very Good,Satisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Very Important,Somewhat important,Moderately important,Very Important,Very Important,Undecided,Neither likely nor unlikely,3,1,2,4,5,6,7,Yes,Rarely,3,4,2,1,8,9,10,5,6,7,11,Neutral,Neutral,Not Sure
Student,Pharmacy,Undergraduate,2nd,Nairobi,Public,Satisfied,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,More information on job prospects,,Yes,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Abroad,Likely,2,3,5,6,7,1,4,Yes,Rarely,1,9,2,3,4,5,6,7,8,10,11,Agree,Strongly agree,Yes
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Undecided,Neither likely nor unlikely,5,1,2,4,7,3,6,Yes,Never,1,8,4,3,2,5,9,6,10,7,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Meru,Private not for profit (Faith Based),Satisfied,Good,Good,Excellent,Good,Good,Good,Neither satisfied nor dissatisfied,Good,Teachers/School Counsellors,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Abroad,Likely,1,3,2,4,7,6,5,Yes,Never,1,9,4,6,10,7,2,3,8,5,11,Neutral,Agree,Yes
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Neither satisfied nor dissatisfied,Good,Neutral,Good,Neutral,Good,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Very satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Moderately important,Not important,Very Important,Very Important,Undecided,unlikely,3,4,2,1,7,5,6,Yes,Never,2,8,5,4,7,6,9,1,10,3,11,Strongly agree,Neutral,Yes
Student,Pharmacy,Undergraduate,4th,Nairobi,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Very satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Abroad,Likely,1,2,3,4,6,7,5,Yes,Never,2,1,3,5,4,6,7,10,9,8,11,Neutral,Strongly agree,Yes
Student,Pharmacy,Undergraduate,4th,Kisumu,Public,Very satisfied,Excellent,Good,Neutral,Neutral,Poor,Neutral,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Important,Very Important,Moderately important,Important,Very Important,Very Important,Abroad,Very likely,5,3,1,2,7,6,4,Not sure,Sometimes,5,11,3,2,4,1,6,8,7,9,10,Neutral,Neutral,Yes
Student,Pharmacy,Undergraduate,1st,Kiambu,Public,Very satisfied,Excellent,Good,Good,Good,Good,Good,Satisfied,Good,Other (please specify),Passion in this field cause I believe I have a purpose in helping people ,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Important,Important,Somewhat important,Important,Very Important,In my home country,Neither likely nor unlikely,4,3,2,1,7,5,6,Yes,Never,8,2,7,5,6,3,10,1,9,4,11,Agree,Agree,Yes
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Neutral,Good,Good,Good,Good,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,More information on job prospects,,Yes,Very Important,Important,Very Important,Important,Important,Very Important,Very Important,In my home country,Likely,1,2,4,3,7,5,6,Not sure,Never,5,11,7,3,4,2,8,1,9,6,10,Neutral,Agree,No
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Neutral,Good,Neutral,Neutral,Very Good,Satisfied,Good,My own personal research,,"Yes, formal/structured guidance",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,Abroad,Very likely,2,1,3,4,5,7,6,Yes,Never,2,3,4,1,6,5,7,8,11,9,10,Agree,Agree,Yes
Student,Pharmacy,Undergraduate,1st,Kiambu,Public,Very satisfied,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Good,Satisfied,Excellent,My own personal research,,"Some guidance, but informal",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Important,Not important,Very Important,Very Important,Abroad,Very likely,1,2,3,5,7,6,4,Yes,Never,3,4,5,1,6,7,8,2,11,9,10,Neutral,Strongly disagree,Yes
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Satisfied,Neutral,Poor,Poor,Good,Neutral,Neutral,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Career counselling sessions,,Yes,Important,Moderately important,Somewhat important,Important,Moderately important,Not important,Moderately important,In my home country,unlikely,1,2,3,4,5,6,7,No,Sometimes,10,11,9,2,3,5,6,1,8,4,7,Agree,Disagree,No
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,Teachers/School Counsellors,,"Some guidance, but informal",Satisfied,Somewhat,Career counselling sessions,,Yes,Important,Important,Moderately important,Important,Important,Moderately important,Important,Abroad,unlikely,1,4,3,2,5,6,7,Yes,Never,1,3,4,2,5,6,7,8,9,10,11,Disagree,Strongly disagree,No
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Neutral,Excellent,Excellent,Neutral,Good,Satisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,No,Very Important,Important,Somewhat important,Not important,Somewhat important,Very Important,Very Important,Undecided,Likely,4,3,1,2,6,5,7,Yes,Sometimes,2,5,4,1,3,6,9,10,11,7,8,Agree,Neutral,Yes
Student,Pharmacy,Undergraduate,3rd,Kiambu,Public,Satisfied,Good,Neutral,Good,Good,Good,Good,Satisfied,Neutral,My own personal research,,"Some guidance, but informal",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Important,Very Important,Very Important,Moderately important,Very Important,Very Important,Undecided,Likely,1,2,3,7,6,4,5,Yes,Never,2,3,1,4,6,5,7,11,8,9,10,Agree,Agree,Yes
